mol_id,smiles,antibacterial
4075,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC1=O,2
4096,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)[O-].[K+],1
4097,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)O)CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12.[Na+],1
4105,CC1(C)SC2C(NC(=O)C(NC(=O)c3ccc(-c4ccc(S(=O)(=O)N(CCO)CCO)cc4)[nH]c3=O)c3ccc(O)cc3)C(=O)N2C1C(=O)[O-].[Na+],5
4115,CC1(C)SC2C(NC(=O)C(NC(=O)CNC(=N)c3ccncc3)c3ccccc3)C(=O)N2C1C(=O)[O-].[Na+],6
4124,[H]C(N)(CF)C(=O)O,2
4125,CC1(C)SC2C(NC(=O)CSc3ccccc3)C(=O)N2C1C(=O)[O-].[K+],4
4126,CC1(C)SC2C(NC(=O)C(NS(=O)(=O)O)c3ccccc3)C(=O)N2C1C(=O)[O-].[Na+],1
4132,CC1(C)SC2C(NC(=O)C(NC(=O)c3ccc(-c4ccc(S(=O)(=O)N(CCO)CCO)cc4)[nH]c3=O)c3ccc(O)cc3)C(=O)N2C1C(=O)O,1
4136,CC1(C)SC2C(NC(=O)C(NC(=O)CNC(=N)c3ccncc3)c3ccccc3)C(=O)N2C1C(=O)O,1
4138,CC(=O)C=C(C)NC1CON=C1O,1
4140,NC(CF)C(=O)O,1
4145,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(CNC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O.CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(CNC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O.O=S(=O)(O)O.O=S(=O)(O)O,1
4146,CC1NC(=O)C(N)CNC(=O)C(C2CCNC(=N)N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CNC(=O)CC(N)CCCN)NC1=O.N=C1NCCC(C2NC(=O)C(=CNC(N)=O)NC(=O)C(CNC(=O)CC(N)CCCN)NC(=O)C(CO)NC(=O)C(N)CNC2=O)N1.O=S(=O)(O)O.O=S(=O)(O)O,1
4148,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(CNC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O.CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(CNC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,1
4149,CC1NC(=O)C(N)CNC(=O)C(C2CCNC(=N)N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CNC(=O)CC(N)CCCN)NC1=O.N=C1NCCC(C2NC(=O)C(=CNC(N)=O)NC(=O)C(CNC(=O)CC(N)CCCN)NC(=O)C(CO)NC(=O)C(N)CNC2=O)N1,1
4153,CC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)O3)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)O)NC2=O)OC(CO)C(O)C1O,1
4158,CC1(C)SC2C(NC(=O)C(NC(=O)c3cnc4cccnc4c3O)c3ccccc3)C(=O)N2C1C(=O)[O-].[Na+],5
4159,CC1(C)SC2C(NC(=O)C(NC(=O)c3cnc4cccnc4c3O)c3ccccc3)C(=O)N2C1C(=O)O,1
4162,CC(C)C(NC(=O)c1ccc2ccccc2n1)C(=O)NC(Cc1ccccc1)C(O)CN1CCC(OCc2ccncc2)CC1C(=O)NC(C)(C)C,
4167,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,
4175,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21.Cl,
4176,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21.Cl,
4216,CNC(=O)CC1NC(=O)c2nc(sc2COC)C(C(C)C)NC(=O)c2csc(n2)-c2ccc(-c3nc(C4=NC(C(=O)N5CCCC5C(N)=O)CO4)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc1sc2C,2
4217,CCCCCC(CC(=O)NO)C(=O)N1NCCCC1C(=O)NC(C(=O)CC)C(C)CC,
4220,NCCCCNC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(NC(=O)C(CCC[N+](=O)[O-])NC=O)C(O)C(=O)O,
4236,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,
4245,CCCCCCCCCC(O)CC(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)C(C)C,2
4249,COC1=CC(=O)N(C(=O)C2CSC(C(CO)NC(=O)C3=CSC(=CN=O)N3)=N2)C1,2
4253,C=C(NC(=O)C(NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CSC(C)C2NC(=O)C(C(C)CC)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(Cc3ccccc3)NC(=O)C3CSC(C)C(NC(=O)C(NC(=O)C4CSC(C)C(NC(=O)C5CSCC(NC(=O)C(CCCCN)NC(=O)C(N)Cc6c[nH]c7ccccc67)C(=O)NC(CCC(=O)O)C(=O)NC(=C)C(=O)NC(C(C)C)C(=O)N5)C(=O)N5CCCC5C(=O)NCC(=O)N4)C(C)C)C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(=CC)C(=O)N3)C(C)SCC(NC2=O)C(=O)NC(CC(N)=O)C(=O)N1)C(C)CC)C(=O)NC(CCCCN)C(=O)O,2
4268,CCCCCc1cccc(O)c1C1=NC(C2SCC(C(O)C(C)(C)C3=NC(C)(C(=O)O)CS3)N2C)CS1,2
4269,CCCCCCCC(O)CC(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)C(C)C,2
4273,CCCCCCCCCC(=O)NC(C(=O)NC(CCN)C(=O)NC(C(=O)NCC(=O)NC(CCCN(O)C(=O)CC(C)O)C(=O)O)C(O)C(=O)O)C(O)C(=O)O,1
4280,C=CC(C)(C)OCC1NC(=O)C(C(C)OC(C)(C)C=C)NC(=O)C2CSC(=N2)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C(C)CC)NC1=O,
4284,C=C(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C1CSC(C)C2NC(=O)C(C(C)CC)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(Cc3ccccc3)NC(=O)C3CSC(C)C(NC(=O)C(NC(=O)C4CSC(C)C(NC(=O)C5CSCC(NC(=O)C(CCCCN)NC(=O)C(N)Cc6c[nH]c7ccccc67)C(=O)NC(CCC(=O)O)C(=O)NC(=C)C(=O)NC(C(C)C)C(=O)N5)C(=O)N5CCCC5C(=O)NCC(=O)N4)C(C)C)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(=CC)C(=O)N3)C(C)SCC(NC2=O)C(=O)NC(CC(N)=O)C(=O)N1)C(C)CC)C(=O)NC(CCCCN)C(=O)O,2
4294,CSCCC(NC(=O)NC(Cc1cccc(O)c1)C(=O)O)C(=O)NC(C(=O)NC=C1CC(O)C(n2ccc(=O)[nH]c2=O)O1)C(C)N(C)C(=O)C1Cc2cc(O)ccc2CN1,2
4298,CSCCC(NC(=O)NC(Cc1cccc(O)c1)C(=O)O)C(=O)NC(C(=O)NC=C1CC(O)C(n2ccc(=O)[nH]c2=O)O1)C(C)N(C)C(=O)C1Cc2cc(O)ccc2C(C)N1,2
4299,CCC(C)C(NC(=O)c1nc(-c2nc(-c3csc(-c4coc(-c5csc(C(CCCNC(=N)N)N(C)C)n5)n4)n3)oc2C)oc1C)C(=O)N1CCCC1c1nc(-c2nc(-c3nc(-c4nc(-c5nc(C(=O)NCC(=O)NCC(=O)O)cs5)cs4)cs3)cs2)cs1,1
4303,CC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(O)CCNC(=O)CC(O)CC(O)C1CCCN1C(=O)C1NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)CC(N)C(=O)O)CC(=O)NC1C,2
4308,C=C(NC(=O)c1csc(-c2ccc3c(n2)-c2csc(n2)-c2csc(n2)C(C(C)C2CO2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2csc(n2)C(C(O)c2ccccc2)NC(=O)c2nc(sc2C)C(CC(N)=O)NC(=O)c2csc-3n2)n1)C(=O)NC(=C)C(=O)NC(C)C(=O)O,2
4309,CCC(C)C1NC(=O)C(NC(=O)NC(Cc2ccccc2)C(=O)O)CCCCNC(=O)C(CCc2ccc(O)cc2)NC(=O)CN(C)C(=O)C(CCc2ccccc2)NC1=O,
4312,C=CC(C)(C)c1ccc2c3c(c[nH]c13)CC(CO)NC(=O)C(C(C)C)N2C,1
4313,C=C1CC(OC)(C(O)C(=O)NC2OCOC3C2OC(CC(O)CCCC=CC=CC=CC(=O)NC(CCCN=C(N)N)C(=O)O)C(C)(C)C3OC)OC(C)C1C,
4317,CCCCCCC(CCCCCC(O)C(N)=O)OC(=O)C1CC=CN1C(=O)c1ccccc1O,2
4321,CN1CC(=O)NC(Cc2c[nH]c3cc(Cl)ccc23)C(=O)NCC(=O)NCC(O)CC(=O)NC(C(O)C(O)CC=Cc2ccccc2)C(O)C(=O)NC2CC(=O)NC2(O)CC1=O,1
4326,CCC(C)C(NC(=O)C(O)Cc1ccc(O)cc1)C(=O)N1C(C(=O)NCCCCNC(=N)N)CC2CCC(OS(=O)(=O)O)CC21,
4339,CC1CC(C(=O)NC(C=O)CCCN=C(N)N)N(C(=O)C(CCc2ccc(O)cc2)NC(=O)C(O)Cc2ccc(O)cc2)C1,
4341,CNC(C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(=O)N(C)C(C(=O)NCCc1ccccc1)C(C)C)C(C)C)C(C)C,
4344,CCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(O)CCNC(=O)CC(O)C(N)C(C)C,2
4345,C=C1NC(=O)C(Cc2c[nH]c3ccc(Cl)cc23)NC(=O)C(NC(=O)C(=CC)NC(=O)C(N)C(C)C)CSCC(C(=O)NC2C(=O)N3CCCC3C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC3CSCC4NC(=O)C(CC(N)=O)NC(=O)C(CSCC5NC(=O)C(Cc6ccccc6)NC(=O)C(CSC=CNC5=O)NC4=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)C4C(O)CCN4C3=O)C(C)O)CSC2C)NC(=O)C(CC(C)C)NC1=O,2
4347,COc1ccc2c(CC3NC(=O)C4CCCN4C3=O)c(CC=C(C)C)[nH]c2c1,
4348,CCCCCCCCCCCCCC(=O)NC(CC(N)=O)C(=O)O,1
4351,CCCCCCCCCCCCC(CC(=O)OC1CN(C)C(C(OC2OC(CN)C(O)C2OS(=O)(=O)[O-])C2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(=O)N(C)C1C(=O)O)OC(=O)CC(C)CC(=O)O,2
4355,CC(C)C(N)C(=O)NC(C(=O)O)C(O)CC1CN2C(=O)CC2O1,
4357,C=C1NC(=O)CNC(=O)C(CCCCN)NC(=O)C2(C)NC(=O)C(=CC)NC(=O)C3CSC(=N3)C(CC(N)=O)NC(=O)c3ccc(nc3C(C)NC(=O)C3CCCN3C1=O)-c1nc(cs1)C1=NC(CS1)C(=O)NC(=C)c1nc(cs1)-c1nc(cs1)C1=NC(CS1)C(=O)NC(C(=O)O)CS2,2
4359,CCCCCCCCCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,2
4362,CNC(C(=O)NC1C(=O)NC(c2ccc(O)cc2)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(N)C(O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(N)C(O)C(C)O2)Oc2ccc(cc2)C1O)c1ccc(OC2OC(C)C(O)C(O)C2O)cc1,3
4363,CCCCCC=CCC=CCCCC(CC(=O)OC1CN(C)C(C(OC2OC(CN)C(O)C2OS(=O)(=O)O)C2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(=O)N(C)C1C(=O)O)OC(=O)CC(C)CC(=O)O,2
4365,CSCCC(NC(=O)NC(Cc1cccc(O)c1)C(=O)O)C(=O)NC(C(=O)NC=C1CC(O)C(N2CCC(=O)NC2=O)O1)C(C)N(C)C(=O)C(N)Cc1cccc(O)c1,1
4372,CON1C(=O)C2NC(=O)C13Oc1cc(O)c(Cl)cc1C3SS2,
4380,CCCCCCCCCCCC(=O)NC(C(=O)NC(CO)C(=O)NC(C(=O)NC(C(=O)NC(CO)C(=O)NC1CCCN(O)C1=O)C(C)O)C(O)C(=O)O)C(O)C(=O)O,
4381,CC(C)CCCCCCCCCCCC(CC(=O)OC1CN(C)C(C(OC2OC(CN)C(O)C2OS(=O)(=O)[O-])C2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(=O)N(C)C1C(=O)O)OC(=O)CC(C)CC(=O)O,2
4385,CC(C)C(NC(=O)C(NC(=O)C1OC(=O)C1C(C)C)C(C)C)C(=O)O,
4389,CC(C)CCCCCCCCCC(CC(=O)OC1CN(C)C(C(OC2OC(CN)C(O)C2OS(=O)(=O)[O-])C2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(=O)N(C)C1C(=O)O)OC(=O)CC(C)CC(=O)O,2
4393,CC(C)CC(NC(=O)C(N)CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NCCc1ccccc1,1
4395,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,1
4396,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(C)(N)C(O)C(C)O3)c3ccc(cc3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)Oc2ccc(cc2Cl)C1O,1
4400,CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2CSC(=N2)c2csc(n2)-c2csc(n2)-c2csc(n2)C(C)NC1=O,1
4404,CCCCCCCCCCCCCCC(CC(=O)OC1CN(C)C(C(OC2OC(CN)C(O)C2OS(=O)(=O)[O-])C2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(=O)N(C)C1C(=O)O)OC(=O)CC(C)CC(=O)O,2
4410,CCCCCCCCC=CCCCCCCC(CC(=O)OC1CN(C)C(C(OC2OC(CN)C(O)C2OS(=O)(=O)[O-])C2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(=O)N(C)C1C(=O)O)OC(=O)CC(C)CC(=O)O,2
4416,CNC(CC(C)C)C(=O)N(C)C(Cc1ccccc1)C(=O)NCCc1c[nH]c2ccccc12,
4423,CC(C)C1NC(=O)C(NC(=O)NC(CCCN=C(N)N)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)N(C)C1=O,
4425,CCCCCCCCC=CCCCCC(CC(=O)OC1CN(C)C(C(OC2OC(CN)C(O)C2OS(=O)(=O)[O-])C2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(=O)N(C)C1C(=O)O)OC(=O)CC(C)CC(=O)O,2
4426,CNC(=O)C(C)C1C(=O)C(C(=O)C=CC(C)=CC(C)C2OC3(C)OC(C=CC34CO4)C2C)=C(O)N1C1CCC(O)C(C)O1,2
4428,CC(C)=CCc1[nH]c2ccccc2c1CC1NC(=O)C2CCCN2C1=O,
4435,C=C(C)CC(NC(=O)C(CO)NC(=O)CCCCC(C)C)C(=O)C1(CO)CO1,
4436,CCCCCCCCC=CCCC(CC(=O)OC1CN(C)C(C(OC2OC(CN)C(O)C2OS(=O)(=O)[O-])C2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(=O)N(C)C1C(=O)O)OC(=O)CC(C)CC(=O)O,2
4439,CCC(C)C(NC(=O)C(NC(=O)C1OC(=O)C1C(C)C)C(C)C)C(=O)O,
4452,CN1CC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NCC(=O)NCC(O)CC(=O)NC(C(O)C(O)CC=CC=CC=Cc2ccccc2)C(O)C(=O)NC2CC(=O)NC2(O)CC1=O,
4454,CCCCCC=CCC=CCC=CCCC(CC(=O)OC1CN(C)C(C(OC2OC(CN)C(O)C2OS(=O)(=O)[O-])C2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(=O)N(C)C1C(=O)O)OC(=O)CC(C)CC(=O)O,2
4461,CCC(C)C(NC(=O)C(C(C)CC)N(C)C(C)=O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)C1(C)CO1)C(C)O,
4462,C=C(NC(=O)C(=C)NC(=O)c1csc(C2CCC34NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)C)NC5C=Cc6c(C(C)O)cc(nc6C5O)C(=O)OC(C)C(NC(=S)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)C(=CC)NC(=O)C(C(C)O)NC(=O)c5csc3n5)c3nc(cs3)C4N2)n1)C(=O)O,1
4467,CP(=O)([O-])CCC([NH3+])C(=O)[O-],1
4469,C=CC(C)(C)c1ccc2c3c(c[nH]c13)CC(CO)NC(=O)C(C(C)CC)N2C,
4472,COC(=O)C(O)[P+]([O-])(O)N(C)NC(=O)C(CCCN=C(N)N)NC(=O)C(N)C(C)C,
4473,O=C(NC1C(=O)OC1Cc1ccc([N+](=O)[O-])cc1)c1cccc(O)c1O,3
4479,CSCC1C(=O)SCC(NC(=O)c2nc3ccccc3cc2O)C(=O)NCC(=O)N(C)C2CSSCC(C(=O)N1C)N(C)C(=O)CNC(=O)C(NC(=O)c1nc3ccccc3cc1O)CSC(=O)C(CSC)N(C)C2=O,1
4481,CCC(C)C1C(=O)OC1C(=O)NC1CC1CC(NC(=O)C(C)N)C(=O)O,
4492,CC=CC=CC=CC(=O)NC(CC(=O)NC(C(=O)C1C(=O)NC(=O)C1C)C(C)C)c1ccccc1,3
4499,CCC(C)C(NC(=O)C(O)Cc1ccc(O)c(Cl)c1)C(=O)N1C(C(=O)NCCCCNC(=N)N)CC2CCC(OS(=O)(=O)O)CC21,
4508,CC(C)CC(NC(=O)C(N)CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NCCCCN,1
4511,CC1OC(OC2C(Oc3c4cc5cc3Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C5NC(=O)C5NC(=O)C(Cc6ccc(c(Cl)c6)O4)NC(=O)C(=O)c4cc(Cl)c(O)c(c4)Oc4cc(OS(=O)(=O)O)cc5c4)c4cc(Cl)c(O)c(c4)-c4c(O)cc(O)cc4C(C(=O)O)NC3=O)OC(CO)C(O)C2O)CC(C)(N)C1O,2
4513,CCCCCCCCCC(=O)NC(C(=O)NC(CO)C(=O)NC(C(=O)NC(C(=O)NC(CO)C(=O)NC1CCCN(O)C1=O)C(C)O)C(O)C(=O)O)C(O)C(=O)O,
4517,CCC(C)C1NC(=O)C(NC(=O)NC(Cc2ccccc2)C(=O)O)CCCCNC(=O)C(CCc2ccc(O)cc2)NC(=O)CN(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,
4523,C=CC(C)(C)n1cc(C(O)C2NC(=O)C(C(C)C=C(C)C)NC(=O)C(CC(C)C)N(C)C(=O)C(C(C)C)NC(=O)C(C(OC)c3ccccc3)NC(=O)C(C)NC(=O)C(CC(C)CO)NC2=O)c2ccccc21,
4526,CC(C)CC(NC(=O)C(O)Cc1ccccc1)C(=O)N1C(C(=O)NCCC2=CCN(C(=N)N)C2)CC2CCC(OC3OCC(O)C(O)C3O)CC21,
4529,CC(=O)N(O)CCCCNC(=O)C(COC(=O)c1cccc(O)c1O)NC(=O)C1COC(c2cccc(O)c2O)=N1,
4541,C=C(NC(=O)C(NC(=O)C(Cc1c[nH]cn1)NC(=O)C(NC(=O)C(CO)NC(=O)C1CSC(C)C2NC(=O)C(C)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CC(N)=O)NC(=O)C3CSC(C)C(NC(=O)C(CCCCN)NC(=O)C4CSC(C)C(NC(=O)C5CSCC(NC(=O)C(=CC)NC(=O)C(N)C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(=C)C(=O)NC(CC(C)C)C(=O)N5)C(=O)N5CCCC5C(=O)NCC(=O)N4)C(=O)NCC(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NCC(=O)N3)C(C)SCC(NC2=O)C(=O)NC(Cc2c[nH]cn2)C(=O)N1)C(C)CC)C(C)C)C(=O)NC(CCCCN)C(=O)O,2
4543,CC(N)C(=O)OC(=O)C(N)CC1CCC(=O)C2OC12,2
4554,NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1C(C(=O)O)NC3=O,2
4555,CCC(C)C(NC(=O)C(O)Cc1ccc(O)c(Br)c1)C(=O)N1C(C(=O)NCCCCNC(=N)N)CC2CCC(OS(=O)(=O)O)CC21,
4558,CCCCCCCCCCCCCC(=O)NC(C(=O)NC(CO)C(=O)NC(C(=O)NC(C(=O)NC(CO)C(=O)NC1CCCN(O)C1=O)C(C)O)C(O)C(=O)O)C(O)C(=O)O,
4561,C=C(NC(=O)C(=C)NC(=O)c1csc(C2CCC34NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC5C=Cc6c(C(C)O)cc(nc6C5O)C(=O)OC(C)C(NC(=S)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)C(=CC)NC(=O)C(C(C)O)NC(=O)c5csc3n5)c3nc(cs3)C4N2)n1)C(N)=O,1
4564,CCC(C)C1C(=O)OC1C(=O)NCCCC(NC(=O)C(C)N)C(=O)O,
4566,N=C(N)NCC(=O)N(O)C(CCC(N)=O)C(=O)NCC1OC(c2c[nH]c(=O)[nH]c2=O)C(O)C1O,1
4579,CC(C)CC(NC(=O)C(O)C(O)C(N)CCCN=C(N)N)C1Cc2cccc(O)c2C(=O)O1,3
4580,C=CC(C)(CCC=C(C)C)c1ccc2c3c(c[nH]c13)CC(CO)NC(=O)C(C(C)C)N2C,
4585,C=C(NC(=O)C(=C)NC(=O)c1csc(C2CCC34NC(=O)C(=C)NC(=O)C(=C)NC(=O)C(=C)NC(=O)C(C)NC5C=Cc6c(C(C)O)cc(nc6C5O)C(=O)OC(C)C(NC(=S)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)C(=CC)NC(=O)C(C(C)O)NC(=O)c5csc3n5)c3nc(cs3)C4N2)n1)C(=O)O,1
4589,C=C(NC(=O)C(=C)NC(=O)c1ccc2c(n1)-c1coc(n1)C(=C)NC(=O)C(=C)NC(=O)c1csc(n1)C(C)NC(=O)c1csc(n1)CNC(=O)c1nc(oc1C)C(=CC)NC(=O)C(C(C)O)NC(=O)c1csc-2n1)C(=O)NCC(C)=O,2
4591,CC12OC(=O)C1(C(O)C1C=CCCC1)NC(=O)C2CCCl,
4592,CC1(C)SC2C(NC(=O)CCCC(N)C(=O)O)C(=O)N2C1C(=O)O,1
4593,CNC(CC(C)C)C(=O)N(C)C(Cc1ccccc1)C(=O)NCCc1ccccc1,
4596,CC1NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(CCCCCC(=O)C2CO2)NC1=O,
4609,CC(=O)N(C)C(CCCN(O)C(=O)C=C(C)CCO)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O,
4610,CNC(CCCN(O)C(=O)C=C(C)CCO)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O,
4613,CC1OC(c2cccc(O)c2O)=NC1C(=O)N(O)CCc1c[nH]cn1,
4620,CC(=O)N(O)CCCCC(NCCC(O)(CCNC(CCCCN(O)C(C)=O)C(=O)O)C(C)=O)C(=O)O,
4621,CC1(C(=O)O)CSC(c2ncccc2O)=N1,
4624,CC(=O)N(O)CCCC(N)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CO)C(=O)NC(C(=O)O)C(O)C1SC(n2ccc(=O)n(C)c2=O)C(O)C1O,
4625,CC(=O)N(O)CCCC(N)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CO)C(=O)NC(C(=O)O)C(O)C1SC(n2ccc(=NC(N)=O)n(C)c2=O)C(O)C1O,
4626,CC(=O)N(O)CCCC(N)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CO)C(=O)NC(C(=O)O)C(O)C1SC(n2ccc(=N)n(C)c2=O)C(O)C1O,
4629,N=C(N)NCCCC(NC(=O)CNC(=O)C(CO)CC(=O)CC(O)C(N)CCCCNC(=O)c1cccc(O)c1O)C(=O)CC(C(=O)NCC(=O)NC(C(=O)O)C(O)C(=O)O)C(O)C(=O)O,
